x,y
1571.992746 ,786.640085  
1568.046929 ,784.584116  
1564.232516 ,784.175881  
1560.367100 ,783.076644  
1553.339505 ,782.986774  
1552.519361 ,782.436414  
1045.626446 ,534.929714  
1548.131211 ,782.319787  
1543.411726 ,781.310429  
1540.712054 ,781.403211  
1541.456452 ,782.508642  
1538.799494 ,782.017174  
1536.215181 ,781.698734  
1533.016892 ,781.023319  
1530.477661 ,781.883549  
1530.973471 ,781.767473  
1529.670471 ,781.584023  
1527.836475 ,781.153060  
1525.907725 ,782.359569  
1023.267827 ,539.201648  
1520.206285 ,780.140023  
660.458523  ,819.329426  
1516.128878 ,780.156948  
1514.639956 ,780.577273  
1510.789701 ,781.015255  
1511.108426 ,781.535447  
1509.972927 ,781.606013  
1507.810901 ,781.880118  
1021.476685 ,536.255110  
1504.487489 ,782.177326  
1503.474922 ,782.791472  
1503.308954 ,782.310208  
1500.792859 ,781.672321  
1495.760228 ,781.444497  
1489.314753 ,779.577543  
1489.235232 ,779.803071  
1484.886267 ,779.000899  
1481.996964 ,778.939457  
1478.404720 ,778.061124  
1473.530758 ,777.047132  
1473.462268 ,777.141098  
1471.120122 ,776.851708  
1469.139378 ,776.627446  
1467.146975 ,777.074420  
1463.070768 ,776.439985  
1463.744384 ,776.694011  
1461.726933 ,777.555553  
1459.363512 ,776.675835  
1458.253006 ,778.039268  
1456.379581 ,776.768701  
1455.523545 ,776.904068  
1452.984410 ,776.778311  
1454.102007 ,776.117741  
1454.791787 ,775.570617  
1460.798459 ,774.288770  
1460.813932 ,773.482692  
1464.651835 ,773.017977  
1465.474573 ,772.813228  
1469.949070 ,771.436406  
1478.414812 ,770.949366  
1478.756867 ,771.305509  
1480.699046 ,771.968359  
1484.490874 ,771.011155  
1486.792227 ,770.974667  
1492.347533 ,771.432457  
1492.974542 ,770.529501  
1496.526445 ,770.320979  
1497.749065 ,770.633752  
1500.096395 ,771.030462  
1504.060655 ,771.952785  
1503.930651 ,772.450685  
1505.834155 ,772.830734  
1507.076261 ,773.100862  
1508.767711 ,773.426419  
1515.525842 ,774.578220  
1092.821027 ,546.072724  
1515.756835 ,773.930714  
1099.158253 ,545.842012  
1523.458567 ,772.892753  
1533.308013 ,772.870780  
1533.026388 ,772.248517  
1537.876970 ,772.090590  
1543.217081 ,770.936612  
1546.990615 ,771.626426  
1554.753646 ,770.937614  
1554.128813 ,770.754240  
739.676113  ,526.032389  
1558.989296 ,771.126945  
1561.801509 ,771.563510  
1567.385268 ,771.351514  
1566.730893 ,771.690284  
1569.063389 ,771.227134  
1571.446280 ,772.684914  
1573.383824 ,773.471312  
1577.572021 ,773.697715  
1576.894644 ,772.803235  
1579.149741 ,772.903800  
1580.359472 ,774.083710  
1581.767804 ,774.917136  
1584.982204 ,775.637239  
1585.159330 ,775.084125  
1587.028169 ,775.816320  
1587.208978 ,776.936915  
1588.833505 ,776.547020  
1599.391727 ,777.609642  
1599.530240 ,776.923435  
1603.373469 ,778.945190  
1608.980996 ,778.256273  
1615.450954 ,778.613860  
1623.747428 ,777.962985  
1624.685781 ,778.377237  
1627.897991 ,778.667377  
1630.777056 ,779.241005  
1635.019892 ,779.394344  
1640.923071 ,779.800614  
1640.656631 ,779.480785  
1643.043143 ,780.292055  
1645.922152 ,780.367246  
1647.245455 ,781.291610  
1652.519728 ,781.654836  
1649.901371 ,782.288675  
1654.162209 ,781.525950  
1656.183796 ,783.094567  
1657.325983 ,784.146946  
319.328857  ,786.651056  
1663.303343 ,784.420474  
1668.173671 ,785.324998  
1673.061932 ,786.225226  
1090.740153 ,543.734993  
1688.955399 ,787.400836  
1689.697857 ,788.222416  
1692.662205 ,789.029055  
1700.350785 ,789.990326  
1701.326236 ,790.549812  
1709.068763 ,792.644669  
1708.863676 ,792.854177  
1712.951390 ,792.912099  
1714.834720 ,794.513697  
1718.667751 ,795.360220  
1722.360076 ,796.856058  
1722.941905 ,797.089205  
1725.664132 ,797.545247  
279.730906  ,773.986032  
1730.527454 ,799.707751  
1734.098993 ,801.375784  
1050.113784 ,542.124810  
1734.955647 ,802.838849  
1737.166594 ,803.020123  
1740.387222 ,803.947137  
1750.948621 ,805.449616  
1751.688009 ,805.932466  
1756.005275 ,805.968612  
1760.609100 ,806.602713  
1765.432101 ,807.173760  
1771.578068 ,808.081004  
1772.381362 ,808.243990  
1774.205422 ,808.213339  
1777.756085 ,809.137080  
1780.066403 ,809.636819  
1783.787460 ,810.181365  
1784.282052 ,811.190912  
1786.535865 ,811.169922  
1788.346348 ,811.553503  
1790.609676 ,811.566998  
223.865738  ,781.473305  
1796.857434 ,813.805658  
1800.860629 ,812.791745  
1803.672399 ,813.547299  
1807.652620 ,813.531367  
1812.321484 ,815.032254  
1812.853864 ,815.334461  
1814.707517 ,815.642063  
1815.982561 ,815.939857  
1818.220458 ,816.417685  
1822.974167 ,817.174563  
1823.377963 ,816.754447  
1821.944454 ,817.576234  
1825.805781 ,818.187971  
1827.514584 ,818.966810  
1829.727447 ,820.564110  
1829.409163 ,820.806783  
1830.053518 ,822.108489  
1829.528988 ,822.892897  
1830.517895 ,823.555135  
1830.172427 ,826.570751  
1828.817543 ,826.655867  
1829.472052 ,827.405753  
1828.703468 ,827.127071  
1827.784206 ,827.697315  
1825.872863 ,828.660501  
1825.915613 ,828.731174  
1138.206150 ,539.789348  
1822.884619 ,829.556954  
1821.718032 ,830.404320  
1819.791293 ,830.514928  
1818.800506 ,830.138484  
1817.903551 ,830.743888  
1816.356164 ,831.475929  
1812.410394 ,831.729888  
1805.824778 ,831.147702  
1807.495659 ,831.358761  
1802.541037 ,830.852958  
1796.704030 ,831.124430  
1792.538927 ,832.447215  
728.580830  ,493.911400  
1785.713017 ,832.593647  
1783.678378 ,832.602768  
1779.012217 ,834.073303  
1179.113657 ,535.448071  
1771.445320 ,834.046971  
1771.226070 ,834.528296  
1770.171098 ,834.219872  
1767.575331 ,834.426230  
1764.447736 ,835.085283  
1759.282992 ,835.343952  
1759.846947 ,834.855741  
1754.786666 ,834.488150  
1749.612193 ,834.563758  
1745.667463 ,834.918326  
1737.075766 ,835.285581  
1737.489855 ,834.979139  
1734.169974 ,835.156595  
1731.291298 ,834.390622  
1728.084956 ,835.118707  
1723.744605 ,836.245087  
1722.812218 ,836.391357  
1721.097153 ,836.849747  
1719.466922 ,837.820791  
1715.459380 ,838.217956  
1711.561573 ,837.767324  
1711.477949 ,838.599026  
1706.597425 ,839.265242  
1703.101483 ,839.584056  
1698.872035 ,839.474955  
1688.814532 ,839.603373  
1688.951301 ,839.106943  
1684.215426 ,838.542804  
1679.042740 ,837.685300  
297.770637  ,811.481122  
1664.764979 ,837.248116  
1665.520597 ,836.907538  
1280.191453 ,540.599233  
882.000000  ,503.666667  
1647.169685 ,836.326408  
1636.946853 ,835.277160  
1635.003678 ,834.548615  
1627.603434 ,834.663137  
1622.133594 ,834.890818  
1617.326689 ,834.522750  
1607.268754 ,834.826334  
1607.171325 ,835.608788  
1602.401622 ,836.108240  
1599.547286 ,835.794968  
1597.278196 ,835.552038  
1589.793425 ,835.522275  
1588.185738 ,836.844754  
1585.185115 ,835.335163  
1579.642615 ,833.954904  
1573.493806 ,833.244694  
1561.216767 ,832.508198  
1560.870288 ,832.547206  
1555.012767 ,832.724544  
1548.915401 ,831.757050  
1545.544753 ,832.280546  
1537.370786 ,831.083805  
1536.665080 ,831.274902  
1533.544800 ,831.760329  
1335.103987 ,540.430166  
1523.863558 ,830.772478  
1514.074964 ,830.283224  
1512.822296 ,829.298818  
1506.258071 ,829.902690  
1502.110167 ,830.013100  
1496.497574 ,830.318317  
1488.630540 ,831.715902  
1488.189761 ,831.456380  
1484.824306 ,831.481677  
1481.998301 ,831.395099  
1478.274726 ,830.672566  
1472.608243 ,829.793327  
1472.212953 ,831.647989  
1468.336220 ,829.978311  
1462.780962 ,830.308568  
1455.658083 ,829.656780  
428.451522  ,817.996670  
1443.375700 ,829.361729  
431.209983  ,817.392246  
1429.966104 ,829.664125  
440.042793  ,819.821172  
1408.819710 ,828.160547  
1410.599784 ,827.914110  
1405.893586 ,828.482049  
1402.495964 ,827.418655  
436.422593  ,813.187300  
1390.182721 ,824.001176  
1391.855159 ,825.159296  
1385.893017 ,826.118068  
1382.406208 ,823.448929  
1378.797124 ,826.828804  
1374.298198 ,823.771094  
690.044778  ,514.098010  
1371.063109 ,825.284738  
1369.602582 ,824.506812  
1364.024092 ,823.922689  
1355.746130 ,825.199332  
1356.377846 ,826.044334  
1352.387708 ,826.245114  
1351.016592 ,824.888559  
1347.705278 ,824.778871  
1343.626067 ,824.186554  
1344.190164 ,822.550163  
1341.737396 ,823.643586  
1339.881946 ,824.468475  
1340.059195 ,825.542499  
1336.715444 ,825.267169  
1336.936144 ,825.164049  
1335.059905 ,825.510590  
1328.986710 ,824.871855  
1325.954713 ,827.118487  
1319.755020 ,825.928467  
1320.259250 ,825.905610  
1317.180601 ,825.957280  
1318.381874 ,825.042750  
1315.047870 ,826.395156  
1306.638271 ,825.741831  
1309.004210 ,826.081691  
1305.328762 ,826.746924  
1303.502420 ,826.466370  
1301.574016 ,826.645295  
1299.185718 ,827.860846  
785.066095  ,520.073890  
1297.454829 ,826.285221  
1295.808445 ,826.885105  
1291.302943 ,826.900328  
1286.561805 ,826.927674  
1289.627797 ,827.910953  
1283.638112 ,825.843546  
1279.278396 ,826.775502  
1275.539139 ,826.596458  
1265.536318 ,823.910514  
1267.808219 ,826.692759  
400.059745  ,815.759165  
1254.401948 ,824.535965  
396.052133  ,816.886792  
1246.745690 ,825.215517  
1245.550268 ,822.523774  
1243.915594 ,821.939546  
1241.362693 ,822.913274  
1239.378299 ,822.790005  
1239.309818 ,823.942041  
1238.314347 ,824.084849  
1237.217277 ,823.820482  
1235.203938 ,824.174406  
1230.504236 ,823.432936  
1226.455418 ,823.193861  
1226.775176 ,824.098839  
1223.229218 ,822.307916  
1219.191259 ,823.480160  
1213.124630 ,821.175707  
1205.793762 ,819.589141  
1206.445294 ,818.593035  
1202.776747 ,818.718205  
1199.196402 ,817.285669  
914.384486  ,516.273187  
1147.439706 ,477.430510  
1193.961059 ,817.689385  
1190.553543 ,817.611080  
1188.830242 ,817.952187  
1186.287559 ,817.094257  
1182.124349 ,817.348480  
1184.430895 ,817.121400  
1183.053108 ,818.467324  
1180.681781 ,818.749969  
1180.720716 ,818.093838  
1172.269038 ,816.775511  
1172.750060 ,815.839714  
1171.035834 ,817.047771  
1168.430106 ,815.967139  
1166.714534 ,815.539299  
1162.927879 ,814.151801  
1163.556876 ,814.382387  
1162.010029 ,814.323658  
1157.750830 ,815.368608  
1158.536541 ,815.866014  
1156.837284 ,816.529285  
1156.320987 ,816.512919  
940.319601  ,470.188108  
1154.779293 ,815.998145  
1155.962840 ,816.771634  
1145.137378 ,816.262500  
1145.416891 ,815.943645  
1143.868458 ,816.475416  
1144.901396 ,815.502932  
1144.591486 ,815.985169  
1140.915368 ,815.903742  
1140.823284 ,816.617650  
1139.533293 ,817.056654  
1139.471631 ,816.683226  
1138.601875 ,817.774123  
1137.950296 ,818.244293  
1138.225698 ,817.946936  
1139.467921 ,818.468658  
1137.850467 ,819.377129  
1138.470709 ,818.961776  
1140.248488 ,819.864865  
1140.230186 ,819.201681  
1139.255639 ,819.785891  
1141.010641 ,819.139966  
1140.441176 ,818.256303  
1144.188024 ,819.047619  
1143.562987 ,818.976378  
252.897629  ,803.430679  
1152.584173 ,818.962818  
248.729981  ,803.062103  
1158.740602 ,817.698827  
1160.306748 ,817.075665  
1162.997550 ,816.992226  
242.996533  ,802.007972  
1169.706918 ,816.654637  
1174.904938 ,817.526852  
1175.051129 ,816.545468  
1179.362546 ,817.112179  
1180.727925 ,817.549795  
1181.045133 ,817.580876  
844.340659  ,473.076923  
1189.540363 ,817.478278  
216.195106  ,789.837696  
1193.468805 ,816.859883  
1198.453289 ,817.270178  
1206.606097 ,816.088514  
1207.644407 ,816.131683  
1213.531588 ,816.008788  
1218.742655 ,813.663968  
1227.754943 ,812.917595  
1242.242293 ,812.017354  
1241.375258 ,812.027828  
1250.636609 ,811.584158  
1254.420908 ,811.484648  
1258.809582 ,810.631949  
193.921929  ,769.542730  
1264.860277 ,809.001070  
1266.231546 ,809.565217  
1271.613019 ,809.328556  
1275.515001 ,809.856994  
1284.049787 ,810.052065  
1283.153565 ,810.516520  
1286.863545 ,809.761100  
1288.448170 ,810.434092  
1291.027690 ,811.150935  
1296.575875 ,808.853135  
1299.152784 ,808.860886  
1300.119717 ,809.362955  
1305.198759 ,807.424889  
1308.837708 ,807.945842  
1318.756185 ,804.185328  
1319.106124 ,804.606104  
1321.177486 ,803.603166  
1323.442883 ,803.468495  
1324.401229 ,803.642854  
1330.610513 ,802.232714  
1330.669570 ,802.242357  
1332.967707 ,802.019790  
1333.746518 ,800.719416  
1335.720340 ,801.910486  
1338.673345 ,800.075619  
1339.010665 ,800.833123  
1343.665771 ,799.977581  
1349.789113 ,798.413575  
1350.823544 ,797.497111  
1361.693915 ,794.699160  
1362.475546 ,794.816561  
1365.798486 ,794.341999  
1367.441596 ,793.906144  
1370.993507 ,793.881682  
1375.761663 ,793.391186  
1089.267503 ,482.524989  
1378.547235 ,793.811939  
1380.843044 ,793.414091  
1387.570395 ,793.022582  
1396.397938 ,790.925360  
1395.616378 ,791.133885  
1402.956497 ,790.685570  
1409.280920 ,790.083273  
1415.107484 ,788.794728  
1424.899346 ,788.861848  
1424.586371 ,789.171157  
1429.277276 ,789.235841  
1433.299058 ,788.801010  
1437.033289 ,788.980529  
1445.144351 ,789.186494  
1443.310808 ,789.526548  
1446.858257 ,788.444297  
1135.211397 ,507.609198  
1454.025821 ,790.652143  
1458.535097 ,790.716041  
1458.105548 ,790.872774  
1462.522095 ,789.953354  
1468.807547 ,790.303621  
1473.046363 ,789.969403  
1481.152956 ,789.217414  
315.949425  ,798.780488  
1488.632731 ,789.305378  
1492.718413 ,789.225740  
1497.240818 ,788.720701  
1510.950612 ,787.035149  
1511.814034 ,787.492858  
1518.196052 ,786.049653  
1522.534123 ,785.023447  
1526.532244 ,784.430011  
1535.083104 ,784.507428  
1536.195833 ,783.528422  
1540.565978 ,782.751982  
1543.496648 ,783.646878  
1545.299516 ,783.664611  
1551.828215 ,783.477014  
1552.880569 ,783.676771  
1555.255640 ,783.243427  
384.517151  ,809.533258  
1559.124617 ,783.139293  
1565.481072 ,782.373397  
1564.912139 ,782.990083  
1570.122937 ,783.440076  
1574.608472 ,780.497180  
1576.867781 ,780.184503  
1582.820556 ,778.663168  
1583.789657 ,777.893702  
1586.574846 ,778.133837  
1588.310291 ,777.325262  
1591.242311 ,776.875882  
1596.005884 ,776.335809  
1595.938037 ,776.098753  
1597.686272 ,775.434995  
422.759313  ,809.807561  
1601.578311 ,775.032633  
1606.620347 ,773.988962  
1606.989805 ,773.564859  
1607.959153 ,772.262117  
1612.520692 ,771.223836  
1616.920425 ,771.275157  
1624.294419 ,767.787545  
1624.383250 ,767.641956  
1628.726169 ,766.929029  
1631.768495 ,766.662490  
1635.241466 ,766.188780  
1641.312058 ,764.793340  
1641.264027 ,764.526566  
1643.089955 ,764.386723  
1646.089555 ,764.340649  
1647.920085 ,764.761447  
1652.280562 ,764.859206  
1651.633140 ,764.764483  
1652.859694 ,765.245198  
1654.498286 ,764.524207  
1657.342016 ,765.294819  
506.054739  ,810.539629  
1660.248229 ,766.069156  
1661.599644 ,766.132859  
1662.170841 ,767.250813  
1664.520994 ,767.277339  
1666.473108 ,768.510004  
1666.224242 ,768.682627  
1668.814100 ,769.727138  
1671.548201 ,768.761925  
547.334371  ,813.671646  
1682.551655 ,770.930738  
1681.301667 ,771.085180  
1686.742949 ,771.726073  
1688.426666 ,772.081659  
1692.281370 ,772.658145  
1698.061888 ,774.385824  
562.973643  ,813.875881  
1701.177730 ,775.687420  
1702.806457 ,776.289723  
1704.828443 ,776.563979  
1709.796582 ,778.784827  
1709.985144 ,779.185146  
1711.926913 ,780.386455  
1712.837638 ,781.663237  
1714.322007 ,781.636139  
1717.837942 ,783.088235  
1717.893598 ,784.148660  
1718.495858 ,785.193143  
1720.565388 ,786.180774  
1722.259245 ,786.811931  
1728.475788 ,788.389666  
1728.624549 ,788.059392  
383.181818  ,446.515152  
378.487395  ,446.148459  
